transaction_id,date_key,customer_key,channel_key,amount,status,processing_time
T2026021500081,20260215,483,3,857.82,success,1.59
T2026021500082,20260215,402,2,896.62,success,3.08
T2026021500083,20260215,664,2,522.06,success,3.62
T2026021500084,20260215,725,1,681.5,success,3.22
T2026021500085,20260215,912,3,36.49,success,4.09
T2026021500086,20260215,553,4,280.35,success,1.99
T2026021500087,20260215,220,3,250.35,success,3.13
T2026021500088,20260215,773,2,714.01,success,1.41
T2026021500089,20260215,676,3,102.21,success,4.18
T2026021500090,20260215,617,4,350.72,success,1.85
T2026021500091,20260215,306,2,319.56,success,1.57
T2026021500092,20260215,861,1,275.76,success,4.13
T2026021500093,20260215,829,3,228.51,success,1.57
T2026021500094,20260215,651,3,83.97,success,1.54
T2026021500095,20260215,548,3,423.16,success,2.45
T2026021500096,20260215,235,2,643.0,success,2.62
T2026021500097,20260215,777,1,717.76,success,2.09
T2026021500098,20260215,209,2,491.84,failed,2.84
T2026021500099,20260215,715,1,776.86,success,3.21
T2026021500100,20260215,567,2,841.55,success,1.26
T2026021500101,20260215,961,4,721.27,success,2.82
T2026021500102,20260215,885,1,797.05,success,4.89
T2026021500103,20260215,410,1,437.86,success,1.85
T2026021500104,20260215,879,2,426.84,success,0.81
T2026021500105,20260215,313,4,809.48,success,2.81
T2026021500106,20260215,234,4,485.59,success,2.85
T2026021500107,20260215,205,2,662.93,success,2.09
T2026021500108,20260215,445,1,837.46,failed,2.98
T2026021500109,20260215,327,4,731.61,success,4.79
T2026021500110,20260215,987,3,122.3,success,2.22
T2026021500111,20260215,358,3,188.32,success,2.6
T2026021500112,20260215,322,4,483.58,success,1.6
T2026021500113,20260215,873,2,302.46,success,2.62
T2026021500114,20260215,123,2,921.39,success,1.81
T2026021500115,20260215,587,4,326.06,success,3.61
T2026021500116,20260215,306,2,275.74,success,3.32
T2026021500117,20260215,51,2,40.85,success,4.63
T2026021500118,20260215,635,3,177.53,success,0.52
T2026021500119,20260215,188,3,169.23,success,2.61
T2026021500120,20260215,707,1,106.68,success,3.81
T2026021500121,20260215,992,2,884.37,success,4.9
T2026021500122,20260215,733,4,945.12,success,3.08
T2026021500123,20260215,112,1,424.67,success,0.92
T2026021500124,20260215,735,1,206.39,failed,2.93
T2026021500125,20260215,347,1,41.65,success,0.6
T2026021500126,20260215,707,3,814.96,success,4.43
T2026021500127,20260215,451,2,983.41,success,2.09
T2026021500128,20260215,786,3,446.42,success,4.09
T2026021500129,20260215,859,4,549.56,success,4.92
T2026021500130,20260215,23,1,110.12,failed,4.12
T2026021500131,20260215,444,4,199.9,success,2.97
T2026021500132,20260215,781,1,113.69,success,0.79
T2026021500133,20260215,251,3,459.4,success,3.86
T2026021500134,20260215,539,2,566.24,success,3.88
T2026021500135,20260215,507,4,69.72,success,4.74
T2026021500136,20260215,114,1,169.27,success,0.67
T2026021500137,20260215,287,4,254.41,failed,2.13
T2026021500138,20260215,581,2,202.04,success,2.74
T2026021500139,20260215,268,2,304.03,success,3.78
T2026021500140,20260215,301,2,738.69,success,3.0
T2026021500141,20260215,235,1,895.22,success,0.58
T2026021500142,20260215,527,3,198.7,success,3.53
T2026021500143,20260215,14,1,144.96,success,2.9
T2026021500144,20260215,159,3,822.18,success,2.24
T2026021500145,20260215,325,3,736.86,success,1.33
T2026021500146,20260215,318,2,310.13,success,1.35
T2026021500147,20260215,173,2,326.42,success,2.91
T2026021500148,20260215,984,3,38.75,success,2.3
T2026021500149,20260215,112,4,952.38,success,2.32
T2026021500150,20260215,996,3,878.41,success,4.06
T2026021500151,20260215,25,1,251.71,success,1.46
T2026021500152,20260215,618,2,163.74,success,2.78
T2026021500153,20260215,609,1,336.41,success,3.53
T2026021500154,20260215,630,2,451.91,failed,3.42
T2026021500155,20260215,630,1,263.59,success,3.1
T2026021500156,20260215,174,4,261.77,failed,4.86
T2026021500157,20260215,3,2,538.99,failed,4.19
T2026021500158,20260215,669,1,712.69,success,2.38
T2026021500159,20260215,832,2,655.77,success,0.53
T2026021500160,20260215,587,2,119.1,success,4.71
T2026021500161,20260215,289,1,585.07,success,2.84
T2026021500162,20260215,779,2,721.41,success,1.03
T2026021500163,20260215,965,4,214.14,success,4.1
T2026021500164,20260215,851,3,10.96,success,1.33
T2026021500165,20260215,852,3,445.81,success,2.69
T2026021500166,20260215,425,1,890.24,failed,4.89
T2026021500167,20260215,127,4,241.17,success,4.78
T2026021500168,20260215,348,4,585.74,success,4.44
T2026021500169,20260215,638,1,825.29,success,3.15
T2026021500170,20260215,483,3,519.19,success,2.27
T2026021500171,20260215,574,3,982.22,failed,4.53
T2026021500172,20260215,910,2,537.0,success,3.49
T2026021500173,20260215,864,3,596.4,success,4.17
T2026021500174,20260215,8,4,981.54,success,4.23
T2026021500175,20260215,224,4,153.3,success,4.37
T2026021500176,20260215,224,3,621.14,success,4.79
T2026021500177,20260215,404,1,835.62,success,3.48
T2026021500178,20260215,389,1,338.62,success,2.26
T2026021500179,20260215,715,4,103.63,success,1.01
T2026021500180,20260215,601,3,303.05,success,2.38
T2026021500181,20260215,209,4,747.91,success,1.21
T2026021500182,20260215,999,3,254.05,success,1.26
T2026021500183,20260215,643,2,720.77,success,3.14
T2026021500184,20260215,926,3,635.22,success,3.59
T2026021500185,20260215,767,1,484.69,success,3.0
T2026021500186,20260215,559,3,847.06,success,1.37
T2026021500187,20260215,618,2,519.23,success,4.82
T2026021500188,20260215,447,3,562.29,success,2.47
T2026021500189,20260215,236,2,907.0,failed,1.24
T2026021500190,20260215,735,3,706.04,success,2.25
T2026021500191,20260215,146,4,591.58,success,3.28
T2026021500192,20260215,566,2,93.58,failed,4.64
T2026021500193,20260215,105,2,720.38,success,4.54
T2026021500194,20260215,242,1,360.36,success,0.7
T2026021500195,20260215,354,3,844.82,success,2.37
T2026021500196,20260215,948,1,731.58,success,3.26
T2026021500197,20260215,564,1,933.53,success,1.59
T2026021500198,20260215,140,4,519.6,success,3.75
T2026021500199,20260215,54,4,137.72,success,1.63
T2026021500200,20260215,724,3,607.08,success,1.65
T2026021500201,20260215,917,4,464.52,success,1.0
T2026021500202,20260215,751,4,877.5,success,2.09
T2026021500203,20260215,532,3,468.93,success,1.46
T2026021500204,20260215,234,4,206.82,success,3.0
T2026021500205,20260215,544,3,338.69,success,4.45
T2026021500206,20260215,486,2,719.78,success,4.8
T2026021500207,20260215,461,4,226.39,success,2.2
T2026021500208,20260215,277,2,123.01,success,1.25
T2026021500209,20260215,331,1,208.9,success,4.09
T2026021500210,20260215,71,3,849.85,success,3.18
T2026021500211,20260215,381,4,782.39,failed,0.61
T2026021500212,20260215,963,3,540.05,success,1.69
T2026021500213,20260215,523,2,643.12,success,2.27
T2026021500214,20260215,946,3,47.57,success,2.32
T2026021500215,20260215,757,2,657.7,success,1.88
T2026021500216,20260215,719,3,185.92,success,1.0
T2026021500217,20260215,535,2,795.64,success,4.24
T2026021500218,20260215,757,1,64.59,success,3.25
T2026021500219,20260215,966,4,834.76,success,3.46
T2026021500220,20260215,333,2,370.11,success,1.83
T2026021500221,20260215,305,3,170.23,success,4.57
T2026021500222,20260215,36,2,974.62,success,2.97
T2026021500223,20260215,951,2,958.84,success,4.39
T2026021500224,20260215,552,3,361.58,success,3.67
T2026021500225,20260215,993,2,697.86,success,3.56
T2026021500226,20260215,977,2,336.02,success,1.51
T2026021500227,20260215,327,3,431.96,success,0.89
T2026021500228,20260215,931,3,984.61,success,2.72
T2026021500229,20260215,283,4,796.41,failed,3.15
T2026021500230,20260215,499,4,843.53,success,0.83
T2026021500231,20260215,630,2,595.5,success,3.66
T2026021500232,20260215,302,4,355.49,success,1.28
T2026021500233,20260215,277,3,202.26,failed,2.54
T2026021500234,20260215,204,4,959.35,success,3.07
T2026021500235,20260215,384,1,131.97,success,1.17
T2026021500236,20260215,926,3,762.92,success,4.31
T2026021500237,20260215,507,2,28.59,success,2.57
T2026021500238,20260215,340,1,26.95,success,1.24
T2026021500239,20260215,870,1,886.63,failed,2.25
T2026021500240,20260215,466,2,824.9,success,2.82
T2026021500241,20260215,267,4,965.73,failed,1.35
T2026021500242,20260215,793,4,367.65,success,4.99
T2026021500243,20260215,125,1,942.64,success,0.61
T2026021500244,20260215,459,4,558.45,success,0.98
T2026021500245,20260215,759,4,657.15,success,3.83
T2026021500246,20260215,731,1,819.26,success,1.85
T2026021500247,20260215,589,3,774.03,failed,2.15
T2026021500248,20260215,352,4,651.28,success,0.94
T2026021500249,20260215,618,1,109.86,success,1.26
T2026021500250,20260215,132,4,314.52,failed,2.23
T2026021500251,20260215,958,3,647.77,success,0.95
T2026021500252,20260215,143,1,419.76,success,2.99
T2026021500253,20260215,720,4,666.31,failed,0.79
T2026021500254,20260215,272,4,826.37,success,4.93
T2026021500255,20260215,395,1,958.1,success,2.71
T2026021500256,20260215,233,4,538.44,success,3.27
T2026021500257,20260215,631,2,734.79,success,3.34
T2026021500258,20260215,1,3,303.63,success,3.11
T2026021500259,20260215,699,3,782.77,success,1.06
T2026021500260,20260215,888,3,626.37,failed,0.7
T2026021500261,20260215,555,2,447.33,success,2.83
T2026021500262,20260215,335,3,518.52,success,3.99
T2026021500263,20260215,937,3,965.98,success,1.3
T2026021500264,20260215,230,3,519.1,success,4.41
T2026021500265,20260215,177,4,302.23,success,2.86
T2026021500266,20260215,1,4,260.78,success,3.61
T2026021500267,20260215,619,3,185.6,success,1.03
T2026021500268,20260215,265,1,403.74,success,3.31
T2026021500269,20260215,276,3,636.76,success,4.04
T2026021500270,20260215,920,2,673.86,success,0.89
T2026021500271,20260215,895,3,904.61,success,1.65
T2026021500272,20260215,271,4,75.07,success,4.95
T2026021500273,20260215,482,1,108.91,success,0.85
T2026021500274,20260215,195,1,494.29,success,4.62
T2026021500275,20260215,891,4,737.34,success,3.86
T2026021500276,20260215,984,3,345.22,success,3.85
T2026021500277,20260215,226,3,576.67,success,3.2
T2026021500278,20260215,432,4,376.78,success,1.06
T2026021500279,20260215,836,1,26.42,success,2.57
T2026021500280,20260215,937,4,659.4,success,1.49
T2026021500281,20260215,269,4,283.74,success,2.21
T2026021500282,20260215,294,4,743.1,success,0.61
T2026021500283,20260215,758,3,529.15,success,2.94
T2026021500284,20260215,919,3,192.35,success,3.79
T2026021500285,20260215,43,4,481.89,success,3.2
T2026021500286,20260215,907,4,176.07,success,0.61
T2026021500287,20260215,45,4,166.76,success,1.88
T2026021500288,20260215,415,4,515.03,success,4.64
T2026021500289,20260215,801,2,322.32,failed,2.98
T2026021500290,20260215,448,3,113.71,success,1.95
T2026021500291,20260215,642,3,481.53,success,2.94
T2026021500292,20260215,174,4,158.21,success,1.2
T2026021500293,20260215,329,1,758.9,success,2.96
T2026021500294,20260215,624,1,634.22,success,4.43
T2026021500295,20260215,173,1,761.32,success,3.82
T2026021500296,20260215,79,4,12.87,success,3.23
T2026021500297,20260215,815,2,942.61,success,1.87
T2026021500298,20260215,891,2,950.22,success,4.94
T2026021500299,20260215,19,1,252.05,success,3.82
T2026021500300,20260215,840,2,329.62,success,0.95
T2026021500301,20260215,941,4,795.62,success,1.61
T2026021500302,20260215,564,1,482.68,success,1.44
T2026021500303,20260215,450,3,712.57,success,2.72
T2026021500304,20260215,553,1,21.91,success,2.49
T2026021500305,20260215,702,4,195.98,success,1.27
T2026021500306,20260215,570,1,180.29,success,3.74
T2026021500307,20260215,566,3,152.04,success,1.41
T2026021500308,20260215,433,4,54.21,success,3.71
T2026021500309,20260215,220,3,87.89,success,2.84
T2026021500310,20260215,708,2,279.28,success,1.5
T2026021500311,20260215,798,1,308.66,success,2.35
T2026021500312,20260215,430,2,706.43,success,0.6
T2026021500313,20260215,73,1,260.51,success,4.89
T2026021500314,20260215,297,1,890.36,success,0.57
T2026021500315,20260215,315,2,750.85,success,3.68
T2026021500316,20260215,143,1,501.35,success,1.8
T2026021500317,20260215,907,1,426.74,success,4.09
T2026021500318,20260215,172,1,267.03,success,4.58
T2026021500319,20260215,72,2,354.48,success,4.56
T2026021500320,20260215,384,2,548.75,success,2.4
T2026021500321,20260215,401,1,913.66,success,3.24
T2026021500322,20260215,161,2,441.8,success,3.69
T2026021500323,20260215,336,2,966.98,success,3.01
T2026021500324,20260215,773,1,261.06,success,0.96
T2026021500325,20260215,708,2,163.25,success,2.69
T2026021500326,20260215,163,1,851.7,success,0.68
T2026021500327,20260215,997,1,67.29,success,4.34
T2026021500328,20260215,896,3,342.45,failed,2.94
T2026021500329,20260215,389,3,389.49,success,1.12
T2026021500330,20260215,500,3,786.44,success,2.95
T2026021500331,20260215,9,4,685.04,success,3.66
T2026021500332,20260215,937,1,278.84,success,1.1
T2026021500333,20260215,379,2,323.17,failed,1.06
T2026021500334,20260215,813,2,38.26,success,2.52
T2026021500335,20260215,607,2,891.78,success,3.43
T2026021500336,20260215,711,4,982.04,success,3.04
T2026021500337,20260215,805,3,434.93,success,2.56
T2026021500338,20260215,661,3,752.81,success,2.63
T2026021500339,20260215,102,1,503.51,success,3.91
T2026021500340,20260215,197,3,465.04,success,3.78
T2026021500341,20260215,885,4,468.27,failed,1.2
T2026021500342,20260215,4,4,568.65,success,4.56
T2026021500343,20260215,460,4,499.38,success,1.87
T2026021500344,20260215,291,4,73.02,success,1.71
T2026021500345,20260215,817,4,275.37,success,4.53
T2026021500346,20260215,717,3,513.43,success,3.3
T2026021500347,20260215,589,4,17.9,success,2.77
T2026021500348,20260215,467,3,554.27,success,2.55
T2026021500349,20260215,797,3,384.3,success,4.44
T2026021500350,20260215,864,1,383.87,success,4.48
T2026021500351,20260215,859,1,74.42,success,4.98
T2026021500352,20260215,746,4,23.98,success,2.19
T2026021500353,20260215,547,3,289.08,success,4.18
T2026021500354,20260215,729,1,160.14,success,4.1
T2026021500355,20260215,980,1,386.46,success,0.58
T2026021500356,20260215,668,1,668.8,success,2.1
T2026021500357,20260215,68,4,774.26,success,3.01
T2026021500358,20260215,584,3,249.47,success,3.08
T2026021500359,20260215,919,3,726.29,success,4.76
T2026021500360,20260215,400,3,825.91,success,4.28
T2026021500361,20260215,369,1,740.36,failed,0.58
T2026021500362,20260215,596,1,674.03,success,2.27
T2026021500363,20260215,981,1,616.99,success,3.82
T2026021500364,20260215,806,1,18.51,success,2.04
T2026021500365,20260215,181,1,25.64,success,3.74
T2026021500366,20260215,47,2,932.6,success,1.12
T2026021500367,20260215,31,1,891.41,success,1.06
T2026021500368,20260215,479,3,364.1,success,1.94
T2026021500369,20260215,624,2,769.09,success,4.81
T2026021500370,20260215,914,2,656.53,success,3.94
T2026021500371,20260215,466,2,59.8,success,4.0
T2026021500372,20260215,618,3,37.97,failed,4.37
T2026021500373,20260215,740,4,664.41,success,1.99
T2026021500374,20260215,813,3,516.28,success,3.36
T2026021500375,20260215,665,2,491.5,success,4.34
T2026021500376,20260215,496,3,107.6,success,3.85
T2026021500377,20260215,772,1,607.56,success,3.65
T2026021500378,20260215,978,2,984.27,success,1.97
T2026021500379,20260215,263,2,994.7,success,2.15
T2026021500380,20260215,437,1,698.91,success,2.11
T2026021500381,20260215,986,2,514.57,success,1.45
T2026021500382,20260215,277,1,778.58,success,1.28
T2026021500383,20260215,924,2,886.1,success,3.29
T2026021500384,20260215,381,3,411.8,success,0.8
T2026021500385,20260215,469,3,744.73,success,1.45
T2026021500386,20260215,852,2,613.37,success,4.22
T2026021500387,20260215,806,3,170.15,success,1.74
T2026021500388,20260215,608,3,545.5,success,3.95
T2026021500389,20260215,36,4,751.55,success,1.13
T2026021500390,20260215,282,4,549.8,success,3.64
T2026021500391,20260215,959,1,651.46,success,4.6
T2026021500392,20260215,579,4,71.35,failed,2.71
T2026021500393,20260215,314,4,25.14,success,1.48
T2026021500394,20260215,92,4,507.85,success,4.81
T2026021500395,20260215,622,1,349.05,success,0.65
T2026021500396,20260215,913,2,76.6,success,0.73
T2026021500397,20260215,948,1,639.84,success,2.5
T2026021500398,20260215,675,4,436.48,success,2.85
T2026021500399,20260215,746,1,736.37,success,1.89
T2026021500400,20260215,439,3,101.63,success,4.78
T2026021500401,20260215,786,1,662.47,success,2.97
T2026021500402,20260215,774,4,329.99,success,0.92
T2026021500403,20260215,284,1,169.8,success,3.06
T2026021500404,20260215,255,1,637.45,success,2.68
T2026021500405,20260215,904,2,236.03,success,2.52
T2026021500406,20260215,778,3,200.43,success,3.33
T2026021500407,20260215,245,2,383.48,success,4.29
T2026021500408,20260215,675,2,900.96,success,3.84
T2026021500409,20260215,351,1,768.09,success,1.14
T2026021500410,20260215,339,1,649.23,success,2.09
T2026021500411,20260215,28,3,181.48,success,3.84
T2026021500412,20260215,985,3,312.91,success,1.24
T2026021500413,20260215,494,3,163.64,success,3.46
T2026021500414,20260215,957,2,492.43,success,4.58
T2026021500415,20260215,55,3,350.58,success,3.31
T2026021500416,20260215,232,1,389.98,success,4.3
T2026021500417,20260215,774,4,908.93,success,3.56
T2026021500418,20260215,347,4,563.12,success,2.22
T2026021500419,20260215,996,3,448.46,success,4.93
T2026021500420,20260215,100,1,78.36,success,3.83
T2026021500421,20260215,542,2,486.78,success,1.09
T2026021500422,20260215,580,2,696.86,success,2.76
T2026021500423,20260215,56,3,970.22,success,1.69
T2026021500424,20260215,272,2,330.62,success,2.69
T2026021500425,20260215,547,2,674.42,success,2.6
T2026021500426,20260215,924,2,449.58,success,4.65
T2026021500427,20260215,252,3,898.71,success,3.28
T2026021500428,20260215,211,2,291.13,success,4.21
T2026021500429,20260215,467,1,768.73,success,3.0
T2026021500430,20260215,71,3,144.4,failed,2.55
T2026021500431,20260215,77,2,769.52,success,4.13
T2026021500432,20260215,633,4,637.04,success,1.17
T2026021500433,20260215,580,4,376.16,success,3.88
T2026021500434,20260215,488,4,82.91,success,1.47
T2026021500435,20260215,349,4,933.52,success,1.95
T2026021500436,20260215,925,4,194.57,success,1.84
T2026021500437,20260215,905,2,989.58,success,1.44
T2026021500438,20260215,460,3,883.23,success,4.89
T2026021500439,20260215,624,4,712.82,success,3.31
T2026021500440,20260215,727,3,238.1,success,1.48
T2026021500441,20260215,359,2,445.35,success,4.33
T2026021500442,20260215,197,4,925.1,success,3.85
T2026021500443,20260215,736,3,733.12,failed,3.8
T2026021500444,20260215,237,3,645.56,success,2.65
T2026021500445,20260215,698,1,85.06,success,2.99
T2026021500446,20260215,750,3,739.23,failed,3.48
T2026021500447,20260215,192,1,334.1,failed,3.16
T2026021500448,20260215,272,3,792.79,success,1.2
T2026021500449,20260215,881,2,725.39,success,4.5
T2026021500450,20260215,601,2,879.08,success,0.73
T2026021500451,20260215,754,2,879.89,failed,4.14
T2026021500452,20260215,638,1,721.74,success,1.26
T2026021500453,20260215,962,2,94.16,success,3.14
T2026021500454,20260215,555,1,854.02,success,1.49
T2026021500455,20260215,472,3,180.9,success,4.45
T2026021500456,20260215,306,4,425.61,success,0.61
T2026021500457,20260215,126,1,320.63,success,2.35
T2026021500458,20260215,365,3,765.39,success,3.34
T2026021500459,20260215,695,4,566.95,success,3.55
T2026021500460,20260215,202,4,54.74,success,4.74
T2026021500461,20260215,557,3,829.65,success,0.8
T2026021500462,20260215,69,3,471.94,success,0.94
T2026021500463,20260215,97,4,770.5,success,2.98
T2026021500464,20260215,931,4,753.01,success,1.99
T2026021500465,20260215,477,4,780.92,success,3.74
T2026021500466,20260215,984,1,247.89,success,2.5
T2026021500467,20260215,837,3,25.67,success,4.42
T2026021500468,20260215,654,3,502.66,success,4.64
T2026021500469,20260215,579,1,484.75,success,3.15
T2026021500470,20260215,110,3,684.16,success,2.5
T2026021500471,20260215,722,3,210.74,failed,4.46
T2026021500472,20260215,666,1,447.5,success,1.23
T2026021500473,20260215,338,2,86.26,success,1.22
T2026021500474,20260215,776,1,954.32,success,3.39
T2026021500475,20260215,573,2,347.73,success,4.29
T2026021500476,20260215,294,3,53.47,success,3.09
T2026021500477,20260215,22,1,242.6,success,0.86
T2026021500478,20260215,4,2,99.49,failed,4.92
T2026021500479,20260215,648,1,49.73,success,3.7
T2026021500480,20260215,470,3,761.24,success,0.66
T2026021500481,20260215,570,1,709.89,success,2.13
T2026021500482,20260215,375,1,553.68,success,2.19
T2026021500483,20260215,770,1,658.86,success,0.89
T2026021500484,20260215,960,2,780.24,failed,2.03
T2026021500485,20260215,896,2,942.62,success,3.68
T2026021500486,20260215,779,1,715.53,success,0.64
T2026021500487,20260215,179,3,489.23,success,2.8
T2026021500488,20260215,726,2,49.57,success,1.64
T2026021500489,20260215,293,1,119.6,success,3.2
T2026021500490,20260215,744,1,734.64,success,1.87
T2026021500491,20260215,92,1,497.58,success,3.32
T2026021500492,20260215,590,1,25.96,failed,4.37
T2026021500493,20260215,940,1,638.65,success,1.16
T2026021500494,20260215,973,3,724.45,success,0.92
T2026021500495,20260215,422,2,19.97,success,2.2
T2026021500496,20260215,737,4,971.1,success,4.1
T2026021500497,20260215,33,3,648.8,success,3.6
T2026021500498,20260215,991,3,448.01,success,3.59
T2026021500499,20260215,470,2,330.07,success,4.58
