transaction_id,date_key,customer_key,channel_key,amount,status,processing_time
T2026021800079,20260218,644,2,941.58,success,3.67
T2026021800080,20260218,300,3,133.01,success,0.98
T2026021800081,20260218,581,4,842.61,success,2.45
T2026021800082,20260218,539,4,17.6,success,1.84
T2026021800083,20260218,22,1,114.15,success,2.29
T2026021800084,20260218,313,1,403.15,success,3.9
T2026021800085,20260218,224,2,576.84,success,3.31
T2026021800086,20260218,941,4,242.1,success,1.52
T2026021800087,20260218,902,2,273.07,success,1.86
T2026021800088,20260218,117,4,552.07,failed,1.85
T2026021800089,20260218,135,1,118.81,success,3.42
T2026021800090,20260218,844,3,561.12,success,2.02
T2026021800091,20260218,213,3,264.96,success,2.54
T2026021800092,20260218,373,4,93.54,success,2.43
T2026021800093,20260218,789,2,518.06,success,0.82
T2026021800094,20260218,917,2,514.22,success,1.35
T2026021800095,20260218,232,4,803.08,success,1.61
T2026021800096,20260218,782,1,784.18,success,4.27
T2026021800097,20260218,781,1,453.86,success,3.42
T2026021800098,20260218,971,3,148.74,success,4.83
T2026021800099,20260218,961,2,13.35,success,2.6
T2026021800100,20260218,880,1,775.97,success,2.76
T2026021800101,20260218,385,4,951.0,success,4.15
T2026021800102,20260218,3,4,994.34,success,2.39
T2026021800103,20260218,461,1,491.35,success,2.81
T2026021800104,20260218,750,2,502.0,success,4.73
T2026021800105,20260218,281,2,716.89,success,2.73
T2026021800106,20260218,506,1,376.26,failed,1.86
T2026021800107,20260218,804,2,242.53,failed,4.53
T2026021800108,20260218,173,3,422.08,success,0.99
T2026021800109,20260218,381,3,670.93,success,4.64
T2026021800110,20260218,355,3,183.96,success,2.69
T2026021800111,20260218,231,4,128.51,success,4.31
T2026021800112,20260218,503,2,917.06,success,4.52
T2026021800113,20260218,65,4,481.32,success,3.73
T2026021800114,20260218,214,4,641.89,success,4.55
T2026021800115,20260218,964,2,79.11,success,3.01
T2026021800116,20260218,394,2,158.15,success,0.82
T2026021800117,20260218,54,1,886.47,success,0.83
T2026021800118,20260218,50,1,226.68,success,1.6
T2026021800119,20260218,798,2,124.89,success,2.29
T2026021800120,20260218,538,2,335.38,failed,3.21
T2026021800121,20260218,293,3,786.79,success,0.75
T2026021800122,20260218,863,4,99.01,success,4.0
T2026021800123,20260218,515,4,122.03,success,1.32
T2026021800124,20260218,84,4,427.58,success,2.25
T2026021800125,20260218,78,3,247.34,success,3.43
T2026021800126,20260218,787,3,526.65,success,3.32
T2026021800127,20260218,35,3,214.9,success,2.99
T2026021800128,20260218,304,4,382.94,success,4.12
T2026021800129,20260218,219,3,289.72,success,4.6
T2026021800130,20260218,450,2,475.32,success,1.18
T2026021800131,20260218,197,3,481.76,success,1.72
T2026021800132,20260218,936,4,308.31,success,1.18
T2026021800133,20260218,674,4,332.32,success,1.3
T2026021800134,20260218,860,2,372.01,success,3.58
T2026021800135,20260218,911,1,74.72,success,1.57
T2026021800136,20260218,675,2,92.55,success,3.03
T2026021800137,20260218,985,1,479.22,success,2.19
T2026021800138,20260218,945,1,47.74,success,1.59
T2026021800139,20260218,392,3,159.46,success,2.28
T2026021800140,20260218,379,3,46.18,success,3.12
T2026021800141,20260218,104,3,409.04,success,2.28
T2026021800142,20260218,894,3,275.4,success,0.8
T2026021800143,20260218,934,1,372.2,success,3.08
T2026021800144,20260218,216,4,712.48,success,2.63
T2026021800145,20260218,787,3,953.59,success,0.88
T2026021800146,20260218,54,2,752.31,success,3.68
T2026021800147,20260218,655,2,239.9,success,2.76
T2026021800148,20260218,239,2,345.93,success,1.78
T2026021800149,20260218,133,1,660.46,success,4.87
T2026021800150,20260218,909,4,699.69,success,4.16
T2026021800151,20260218,995,1,859.76,success,3.99
T2026021800152,20260218,889,1,549.72,success,3.04
T2026021800153,20260218,681,4,270.05,success,1.16
T2026021800154,20260218,354,2,167.1,success,3.31
T2026021800155,20260218,515,2,859.6,success,0.67
T2026021800156,20260218,704,4,488.83,success,4.08
T2026021800157,20260218,857,3,619.38,success,4.48
T2026021800158,20260218,776,4,365.72,success,4.34
T2026021800159,20260218,34,1,783.05,success,1.21
T2026021800160,20260218,927,4,438.16,success,0.74
T2026021800161,20260218,768,1,289.44,success,2.22
T2026021800162,20260218,528,4,429.65,success,4.15
T2026021800163,20260218,350,1,142.33,success,4.64
T2026021800164,20260218,863,1,312.83,success,0.91
T2026021800165,20260218,901,2,874.32,success,3.87
T2026021800166,20260218,830,3,654.63,success,1.42
T2026021800167,20260218,266,4,885.62,success,4.85
T2026021800168,20260218,478,3,205.56,success,3.42
T2026021800169,20260218,993,1,603.16,success,3.58
T2026021800170,20260218,572,4,649.69,success,3.17
T2026021800171,20260218,471,3,733.26,success,2.53
T2026021800172,20260218,584,4,348.66,success,1.22
T2026021800173,20260218,489,3,305.93,success,4.78
T2026021800174,20260218,703,2,171.34,success,4.87
T2026021800175,20260218,91,2,272.75,success,4.56
T2026021800176,20260218,709,1,378.55,success,3.9
T2026021800177,20260218,449,4,531.13,success,3.94
T2026021800178,20260218,680,4,662.39,success,1.69
T2026021800179,20260218,41,2,156.91,success,4.17
T2026021800180,20260218,282,3,343.03,failed,4.59
T2026021800181,20260218,600,1,179.99,success,2.42
T2026021800182,20260218,848,4,715.17,success,0.7
T2026021800183,20260218,993,2,280.08,success,4.14
T2026021800184,20260218,166,2,88.33,success,3.53
T2026021800185,20260218,639,2,776.9,success,1.98
T2026021800186,20260218,660,4,26.97,success,1.33
T2026021800187,20260218,767,2,595.56,failed,2.83
T2026021800188,20260218,466,1,732.21,success,2.53
T2026021800189,20260218,705,3,934.51,success,1.25
T2026021800190,20260218,511,3,739.87,success,0.68
T2026021800191,20260218,660,1,250.75,success,2.63
T2026021800192,20260218,262,3,73.09,success,1.85
T2026021800193,20260218,999,3,154.15,success,2.94
T2026021800194,20260218,873,3,169.0,success,3.59
T2026021800195,20260218,943,4,83.02,success,2.71
T2026021800196,20260218,822,3,730.25,success,2.45
T2026021800197,20260218,796,2,52.1,success,4.25
T2026021800198,20260218,533,3,57.38,success,4.83
T2026021800199,20260218,679,3,24.89,success,3.64
T2026021800200,20260218,546,3,175.39,success,2.95
T2026021800201,20260218,55,3,66.72,success,3.61
T2026021800202,20260218,77,4,491.3,success,4.88
T2026021800203,20260218,102,2,689.09,success,2.99
T2026021800204,20260218,993,2,634.48,success,4.14
T2026021800205,20260218,596,2,694.41,success,0.99
T2026021800206,20260218,184,2,667.28,failed,2.34
T2026021800207,20260218,414,3,241.84,success,1.33
T2026021800208,20260218,627,3,384.91,failed,1.38
T2026021800209,20260218,539,4,426.2,success,3.7
T2026021800210,20260218,382,4,563.61,success,2.27
T2026021800211,20260218,628,3,401.12,success,1.98
T2026021800212,20260218,503,1,134.92,success,3.34
T2026021800213,20260218,283,1,904.65,success,3.33
T2026021800214,20260218,456,1,369.56,success,0.66
T2026021800215,20260218,463,4,888.86,success,0.9
T2026021800216,20260218,846,2,288.04,success,2.69
T2026021800217,20260218,63,4,717.22,success,4.9
T2026021800218,20260218,867,4,401.71,success,2.45
T2026021800219,20260218,213,1,614.35,success,1.81
T2026021800220,20260218,907,1,275.29,success,1.09
T2026021800221,20260218,98,4,854.23,success,0.67
T2026021800222,20260218,368,3,717.12,success,4.43
T2026021800223,20260218,143,1,675.07,success,3.31
T2026021800224,20260218,301,3,726.87,success,1.31
T2026021800225,20260218,548,2,699.2,success,1.81
T2026021800226,20260218,704,2,378.38,success,4.17
T2026021800227,20260218,906,2,61.2,success,2.52
T2026021800228,20260218,57,4,206.24,success,1.92
T2026021800229,20260218,115,2,641.46,success,4.97
T2026021800230,20260218,463,4,983.59,success,1.96
T2026021800231,20260218,979,4,887.26,success,2.18
T2026021800232,20260218,386,1,354.35,success,1.16
T2026021800233,20260218,883,3,244.23,success,4.8
T2026021800234,20260218,862,1,169.03,success,3.02
T2026021800235,20260218,588,3,479.47,failed,4.49
T2026021800236,20260218,213,3,537.4,success,2.29
T2026021800237,20260218,558,2,409.58,success,1.01
T2026021800238,20260218,925,1,32.53,success,4.26
T2026021800239,20260218,177,1,841.4,success,2.36
T2026021800240,20260218,538,3,89.96,failed,3.41
T2026021800241,20260218,618,1,616.3,success,0.81
T2026021800242,20260218,935,4,58.86,success,1.6
T2026021800243,20260218,567,1,600.48,success,1.51
T2026021800244,20260218,784,3,396.67,success,2.11
T2026021800245,20260218,732,1,170.79,failed,4.06
T2026021800246,20260218,205,4,627.64,success,3.64
T2026021800247,20260218,849,1,613.86,success,1.52
T2026021800248,20260218,407,1,175.68,success,4.48
T2026021800249,20260218,685,2,127.06,success,4.55
T2026021800250,20260218,517,2,725.59,success,0.94
T2026021800251,20260218,811,1,841.48,success,2.9
T2026021800252,20260218,329,4,100.33,success,2.23
T2026021800253,20260218,53,2,306.26,success,0.73
T2026021800254,20260218,947,3,990.8,failed,2.91
T2026021800255,20260218,914,4,635.89,success,3.53
T2026021800256,20260218,161,2,924.76,success,0.59
T2026021800257,20260218,297,3,962.01,success,3.4
T2026021800258,20260218,911,2,464.32,failed,3.9
T2026021800259,20260218,868,1,54.58,success,4.08
T2026021800260,20260218,450,3,570.78,success,4.86
T2026021800261,20260218,375,1,193.85,success,3.49
T2026021800262,20260218,526,4,245.71,failed,4.82
T2026021800263,20260218,113,2,599.78,success,3.25
T2026021800264,20260218,75,2,547.45,success,2.2
T2026021800265,20260218,103,3,537.25,success,3.14
T2026021800266,20260218,305,4,662.19,success,4.61
T2026021800267,20260218,156,1,876.83,failed,4.96
T2026021800268,20260218,687,4,511.64,success,2.03
T2026021800269,20260218,374,4,634.52,success,1.5
T2026021800270,20260218,736,1,189.56,failed,4.78
T2026021800271,20260218,671,4,355.53,success,1.33
T2026021800272,20260218,68,1,962.4,success,1.36
T2026021800273,20260218,384,4,290.42,success,1.61
T2026021800274,20260218,271,4,982.07,success,3.15
T2026021800275,20260218,693,4,934.82,success,3.75
T2026021800276,20260218,816,4,734.4,success,1.17
T2026021800277,20260218,110,2,839.51,success,2.36
T2026021800278,20260218,848,4,596.27,success,1.74
T2026021800279,20260218,140,2,907.23,success,2.81
T2026021800280,20260218,31,4,308.93,success,4.79
T2026021800281,20260218,510,4,999.18,success,4.27
T2026021800282,20260218,120,4,440.97,success,4.5
T2026021800283,20260218,679,1,14.61,success,1.0
T2026021800284,20260218,643,4,433.68,success,2.99
T2026021800285,20260218,494,3,440.03,success,2.94
T2026021800286,20260218,565,2,928.06,success,3.67
T2026021800287,20260218,521,3,991.53,success,4.42
T2026021800288,20260218,965,3,452.64,success,0.53
T2026021800289,20260218,893,1,511.84,success,0.93
T2026021800290,20260218,971,3,619.01,success,1.44
T2026021800291,20260218,351,3,49.36,success,0.82
T2026021800292,20260218,707,1,675.3,success,1.89
T2026021800293,20260218,948,2,536.86,failed,4.65
T2026021800294,20260218,666,2,851.26,success,0.7
T2026021800295,20260218,379,3,983.18,success,2.43
T2026021800296,20260218,816,3,627.38,success,2.45
T2026021800297,20260218,91,1,383.77,success,3.74
T2026021800298,20260218,777,1,731.6,success,1.96
T2026021800299,20260218,788,3,555.97,success,4.4
T2026021800300,20260218,394,4,576.86,success,1.29
T2026021800301,20260218,567,4,581.1,success,0.74
T2026021800302,20260218,966,2,796.96,success,2.8
T2026021800303,20260218,169,2,886.49,success,4.03
T2026021800304,20260218,136,4,506.72,success,0.8
T2026021800305,20260218,395,3,998.83,success,2.86
T2026021800306,20260218,227,2,75.12,success,3.31
T2026021800307,20260218,785,3,383.05,success,1.83
T2026021800308,20260218,902,4,653.88,success,0.55
T2026021800309,20260218,24,4,806.99,success,3.28
T2026021800310,20260218,484,1,725.64,success,1.87
T2026021800311,20260218,646,4,516.94,success,3.77
T2026021800312,20260218,111,3,608.94,failed,1.44
T2026021800313,20260218,480,1,626.39,success,2.33
T2026021800314,20260218,537,3,715.42,success,1.34
T2026021800315,20260218,291,4,72.75,success,4.89
T2026021800316,20260218,472,3,897.2,success,1.12
T2026021800317,20260218,88,4,621.31,success,4.18
T2026021800318,20260218,29,4,678.16,success,1.57
T2026021800319,20260218,559,1,425.04,success,0.83
T2026021800320,20260218,553,4,192.42,success,4.26
T2026021800321,20260218,63,1,76.82,success,3.63
T2026021800322,20260218,779,1,944.94,success,3.67
T2026021800323,20260218,597,4,951.64,success,2.89
T2026021800324,20260218,43,3,765.81,success,4.48
T2026021800325,20260218,27,2,713.29,success,0.83
T2026021800326,20260218,809,3,790.72,success,4.94
T2026021800327,20260218,552,3,668.41,success,0.84
T2026021800328,20260218,880,2,50.37,success,3.55
T2026021800329,20260218,852,4,412.12,success,4.19
T2026021800330,20260218,54,4,816.87,success,4.9
T2026021800331,20260218,416,1,252.11,success,1.28
T2026021800332,20260218,140,3,797.67,success,1.89
T2026021800333,20260218,21,4,10.53,success,1.44
T2026021800334,20260218,965,1,412.09,success,4.7
T2026021800335,20260218,823,1,565.87,success,4.34
T2026021800336,20260218,616,3,471.34,success,1.35
T2026021800337,20260218,758,1,66.91,success,1.11
T2026021800338,20260218,29,1,698.36,success,3.96
T2026021800339,20260218,265,1,319.97,failed,2.65
T2026021800340,20260218,162,4,969.13,success,0.82
T2026021800341,20260218,575,3,512.73,success,2.68
T2026021800342,20260218,123,4,657.65,success,2.03
T2026021800343,20260218,401,4,933.8,success,2.51
T2026021800344,20260218,9,3,111.24,success,2.54
T2026021800345,20260218,104,4,890.34,success,4.2
T2026021800346,20260218,335,1,13.99,success,3.58
T2026021800347,20260218,94,1,58.68,success,3.04
T2026021800348,20260218,186,3,539.28,success,4.72
T2026021800349,20260218,909,3,801.76,success,3.85
T2026021800350,20260218,566,2,482.5,success,4.35
T2026021800351,20260218,704,2,155.67,success,1.06
T2026021800352,20260218,177,3,906.24,success,1.96
T2026021800353,20260218,904,3,800.9,success,4.14
T2026021800354,20260218,178,4,569.71,success,4.82
T2026021800355,20260218,789,3,817.69,failed,1.64
T2026021800356,20260218,730,4,203.23,success,4.77
T2026021800357,20260218,235,3,277.27,success,2.01
T2026021800358,20260218,514,3,983.97,failed,2.12
T2026021800359,20260218,800,1,543.28,success,3.41
T2026021800360,20260218,664,3,697.25,success,2.02
T2026021800361,20260218,184,2,821.36,success,3.44
T2026021800362,20260218,231,3,84.19,success,0.55
T2026021800363,20260218,752,3,851.39,failed,2.87
T2026021800364,20260218,951,4,260.2,success,4.13
T2026021800365,20260218,297,4,628.44,success,3.79
T2026021800366,20260218,585,1,593.6,success,4.41
T2026021800367,20260218,947,1,923.77,success,2.74
T2026021800368,20260218,437,3,276.38,success,3.48
T2026021800369,20260218,51,4,776.74,success,4.63
T2026021800370,20260218,954,4,687.56,success,1.72
T2026021800371,20260218,397,3,251.57,success,4.38
T2026021800372,20260218,869,1,768.72,success,4.53
T2026021800373,20260218,389,3,386.15,success,3.46
T2026021800374,20260218,975,1,488.17,success,1.1
T2026021800375,20260218,829,2,820.73,success,2.5
T2026021800376,20260218,321,4,904.73,success,0.71
T2026021800377,20260218,763,4,770.81,success,4.76
T2026021800378,20260218,779,2,774.52,success,3.97
T2026021800379,20260218,839,2,77.9,failed,0.79
T2026021800380,20260218,89,3,505.34,success,1.71
T2026021800381,20260218,939,1,881.26,success,1.44
T2026021800382,20260218,771,2,461.23,success,1.64
T2026021800383,20260218,356,3,393.36,success,1.2
T2026021800384,20260218,570,4,60.52,failed,2.78
T2026021800385,20260218,407,3,600.36,success,3.43
T2026021800386,20260218,181,1,711.0,success,2.88
T2026021800387,20260218,907,1,554.08,success,3.12
T2026021800388,20260218,409,1,236.13,success,1.81
T2026021800389,20260218,321,1,863.91,failed,4.06
T2026021800390,20260218,481,4,347.98,success,2.61
T2026021800391,20260218,306,2,586.14,success,2.4
T2026021800392,20260218,311,1,72.03,success,2.27
T2026021800393,20260218,411,3,308.26,success,3.18
T2026021800394,20260218,866,1,618.78,success,4.57
T2026021800395,20260218,723,4,400.11,success,3.33
T2026021800396,20260218,114,2,391.3,success,2.88
T2026021800397,20260218,201,4,486.4,success,3.36
T2026021800398,20260218,949,2,992.48,failed,0.98
T2026021800399,20260218,893,1,515.58,failed,3.43
T2026021800400,20260218,925,3,877.44,success,3.75
T2026021800401,20260218,79,1,345.73,success,1.22
T2026021800402,20260218,820,4,17.86,success,4.77
T2026021800403,20260218,742,2,981.14,success,3.89
T2026021800404,20260218,368,1,31.71,success,0.72
T2026021800405,20260218,903,4,574.12,failed,4.06
T2026021800406,20260218,334,3,464.36,success,3.29
T2026021800407,20260218,166,2,544.76,success,1.53
T2026021800408,20260218,383,1,983.47,success,0.71
T2026021800409,20260218,929,1,652.35,success,4.57
T2026021800410,20260218,166,2,355.37,success,1.26
T2026021800411,20260218,807,2,584.7,success,1.27
T2026021800412,20260218,352,3,89.6,success,1.8
T2026021800413,20260218,421,3,659.48,success,4.98
T2026021800414,20260218,753,4,271.83,failed,1.84
T2026021800415,20260218,108,2,969.78,success,1.08
T2026021800416,20260218,815,4,615.69,failed,3.51
T2026021800417,20260218,327,2,466.52,success,4.12
T2026021800418,20260218,110,1,435.22,success,0.99
T2026021800419,20260218,117,3,483.16,success,0.89
T2026021800420,20260218,644,3,796.86,success,2.47
T2026021800421,20260218,777,3,466.5,success,3.95
T2026021800422,20260218,807,1,751.58,success,4.78
T2026021800423,20260218,281,2,265.43,success,3.27
T2026021800424,20260218,815,4,280.93,failed,2.14
T2026021800425,20260218,437,3,728.95,success,2.84
T2026021800426,20260218,875,1,297.83,success,3.17
T2026021800427,20260218,739,4,205.39,success,3.0
T2026021800428,20260218,153,4,441.12,success,3.52
T2026021800429,20260218,596,1,21.42,success,2.59
T2026021800430,20260218,812,2,879.23,success,2.29
T2026021800431,20260218,209,4,311.87,success,3.69
T2026021800432,20260218,917,2,266.04,success,2.67
T2026021800433,20260218,579,2,528.22,success,4.82
T2026021800434,20260218,134,2,806.62,success,1.01
T2026021800435,20260218,422,3,938.25,success,2.22
T2026021800436,20260218,685,1,960.12,success,1.91
T2026021800437,20260218,838,4,993.81,success,4.89
T2026021800438,20260218,788,1,112.21,failed,4.49
T2026021800439,20260218,323,1,289.89,success,4.87
T2026021800440,20260218,26,4,110.73,success,1.33
T2026021800441,20260218,651,3,116.97,success,3.07
T2026021800442,20260218,958,3,161.7,success,0.97
T2026021800443,20260218,509,3,672.63,success,1.6
T2026021800444,20260218,605,2,333.38,failed,2.57
T2026021800445,20260218,151,3,306.26,success,2.38
T2026021800446,20260218,726,1,235.8,failed,0.58
T2026021800447,20260218,817,1,985.3,success,1.63
T2026021800448,20260218,993,4,181.82,success,0.53
T2026021800449,20260218,55,4,230.62,success,2.31
T2026021800450,20260218,647,1,623.44,success,0.7
T2026021800451,20260218,338,1,778.47,success,2.56
T2026021800452,20260218,312,2,698.65,success,3.56
T2026021800453,20260218,258,2,144.5,success,1.75
T2026021800454,20260218,330,4,375.86,success,2.08
T2026021800455,20260218,164,2,536.33,success,3.97
T2026021800456,20260218,440,4,899.4,success,1.83
T2026021800457,20260218,621,3,238.85,success,4.76
T2026021800458,20260218,554,1,406.92,success,2.3
T2026021800459,20260218,16,3,463.72,success,3.64
T2026021800460,20260218,537,4,573.43,success,1.56
T2026021800461,20260218,625,1,86.81,success,4.75
T2026021800462,20260218,499,1,931.53,success,4.8
T2026021800463,20260218,551,3,984.92,success,2.81
T2026021800464,20260218,524,4,29.64,success,0.73
T2026021800465,20260218,799,4,937.14,success,2.6
T2026021800466,20260218,577,2,266.52,success,1.35
T2026021800467,20260218,914,4,687.73,success,0.69
T2026021800468,20260218,333,2,835.22,success,2.18
T2026021800469,20260218,253,2,627.25,success,4.63
T2026021800470,20260218,486,2,126.47,success,4.99
T2026021800471,20260218,393,4,985.95,success,1.88
T2026021800472,20260218,891,1,951.89,success,1.7
T2026021800473,20260218,944,3,862.03,success,3.85
T2026021800474,20260218,39,3,166.24,success,3.27
T2026021800475,20260218,783,1,20.33,success,1.86
T2026021800476,20260218,518,1,668.14,success,4.51
T2026021800477,20260218,376,2,653.56,success,2.55
T2026021800478,20260218,282,2,550.51,success,1.62
T2026021800479,20260218,78,4,342.27,success,1.47
T2026021800480,20260218,685,2,899.29,failed,0.62
T2026021800481,20260218,969,4,376.73,success,2.6
T2026021800482,20260218,852,2,290.01,success,1.79
T2026021800483,20260218,994,3,780.96,success,2.33
T2026021800484,20260218,766,1,340.08,success,4.44
T2026021800485,20260218,161,4,822.84,success,1.69
T2026021800486,20260218,489,4,621.52,success,3.92
T2026021800487,20260218,127,1,289.26,success,0.89
T2026021800488,20260218,37,3,924.09,success,3.6
T2026021800489,20260218,976,1,704.47,success,1.87
T2026021800490,20260218,944,3,141.84,success,3.64
T2026021800491,20260218,357,2,667.23,success,1.56
T2026021800492,20260218,36,3,700.92,success,4.07
T2026021800493,20260218,637,3,701.12,success,1.38
T2026021800494,20260218,559,2,33.6,success,4.19
T2026021800495,20260218,748,1,170.05,success,3.39
T2026021800496,20260218,337,3,884.72,success,2.75
T2026021800497,20260218,989,3,86.51,success,2.71
T2026021800498,20260218,778,1,209.53,success,4.9
T2026021800499,20260218,589,2,145.64,success,3.23
